Ensembl ID	Gene name	logFC	H3K79me2 GB Coverage
ENSMUSG00000029209	Gnpda2	0.4434017834158	0.1177925
ENSMUSG00000005968	Tuft1	0.443408533227536	0.0440628
ENSMUSG00000056899	Immp2l	0.443518489287731	0.0
ENSMUSG00000063919	Srrm4	0.443944593564455	0.0
ENSMUSG00000029810	Tmem176b	0.444183593059719	0.375179
ENSMUSG00000025239	Limd1	0.44497048001305	0.5800755
ENSMUSG00000073433	Arhgdig	0.445279578727568	0.0
ENSMUSG00000074093	Svip	0.445910667703214	0.0
ENSMUSG00000041926	Rnpep	0.445974051581737	0.01041035
ENSMUSG00000036533	Cdc42ep3	0.446575290792893	0.71905
ENSMUSG00000023284	Zfp605	0.44756797601742	0.01134345
ENSMUSG00000048814	Lonrf2	0.447597299668361	0.01169105
ENSMUSG00000054737	Zfp182	0.447985828966789	0.0494188
ENSMUSG00000084235	Gm15421	0.448083507826311	0.2613635
ENSMUSG00000046814	Gchfr	0.448637628029407	0.0589
ENSMUSG00000001120	Pcbp3	0.448827513027871	0.00721135
ENSMUSG00000028803	Nipal3	0.449050539771649	0.004071
ENSMUSG00000028391	Wdr31	0.449979328202154	0.0
ENSMUSG00000074136	4930513N10Rik	0.450315834490318	0.3268935
ENSMUSG00000027882	Stxbp3	0.450475443827432	0.2063205
ENSMUSG00000060227	Casc4	0.450744029847838	0.2560755
ENSMUSG00000066687	Zbtb16	0.451223938884941	0.335433
ENSMUSG00000040040	Ift88	0.451864310653421	0.0
ENSMUSG00000023755	Rhebl1	0.452399037943965	0.00041755
ENSMUSG00000030530	Furin	0.452912831573824	0.314829
ENSMUSG00000026939	Tmem141	0.453359498178155	0.03867975
ENSMUSG00000064307	Lrrc51	0.453702539817214	0.0454763
ENSMUSG00000025933	Tmem14a	0.453819659340001	0.0
ENSMUSG00000090394	4930523C07Rik	0.454088227566893	0.2913725
ENSMUSG00000054381	Zfp747	0.454094117881054	0.3520205
ENSMUSG00000003355	Fkbp11	0.454965404005426	0.0220454
ENSMUSG00000057706	Mex3b	0.455331346262889	0.5964615
ENSMUSG00000062031	Pgghg	0.456428447855432	0.01418555
ENSMUSG00000028494	Plin2	0.457039491224485	0.2062745
ENSMUSG00000022864	D16Ertd472e	0.457414473707829	0.12298255
ENSMUSG00000096145	Vkorc1	0.457575604878688	0.295499
ENSMUSG00000002797	Ggct	0.45764695063099	0.02598595
ENSMUSG00000047037	Nipa1	0.458373634967817	0.02280125
ENSMUSG00000049191	Rtl5	0.458546506377308	0.538227
ENSMUSG00000031827	Cotl1	0.45868992448142	0.122833
ENSMUSG00000032656	Marchf3	0.459634291856984	0.417239
ENSMUSG00000020571	Pdia6	0.45972994805516	0.3237955
ENSMUSG00000100691	2010320M18Rik	0.459796169289074	0.0044599
ENSMUSG00000002012	Pnck	0.460753312926647	0.0478904
ENSMUSG00000060036	Rpl3	0.460839664979809	0.224144
ENSMUSG00000027422	Rrbp1	0.461122273690949	0.4614525
ENSMUSG00000021390	Ogn	0.462782355939036	0.369713
ENSMUSG00000073888	Ccl27a	0.463549202496581	0.0464338
ENSMUSG00000000594	Gm2a	0.463663283046532	0.243379
ENSMUSG00000031169	Porcn	0.463677937490923	0.0
ENSMUSG00000024913	Lrp5	0.465298555401861	0.11604425
ENSMUSG00000019590	Cyb561	0.465319186056769	0.0
ENSMUSG00000043687	1190005I06Rik	0.465381012384996	0.0464759
ENSMUSG00000031668	Eif2ak3	0.466297075486864	0.3352405
ENSMUSG00000047446	Arl4a	0.466907902901312	0.153151
ENSMUSG00000020604	Arsg	0.466995298350217	0.0
ENSMUSG00000049858	Suox	0.467273278455903	0.1130384
ENSMUSG00000047658	Gal3st3	0.467807215121597	0.0990104999999999
ENSMUSG00000030616	Sytl2	0.468039355187681	0.01944815
ENSMUSG00000071180	Smim15	0.468218570400375	0.3160565
ENSMUSG00000022440	C1qtnf6	0.468222284054017	0.21490535
ENSMUSG00000023809	Rps6ka2	0.468226778378356	0.280613499999999
ENSMUSG00000027276	Jag1	0.468508369945347	0.3016995
ENSMUSG00000016526	Dyrk3	0.469032395101485	0.2988245
ENSMUSG00000021408	Ripk1	0.469525141072444	0.0903983
ENSMUSG00000038393	Txnip	0.469758107053552	0.6881845
ENSMUSG00000047712	Ust	0.47028441326079	0.02415065
ENSMUSG00000025921	Rdh10	0.470641930177506	0.1233681
ENSMUSG00000021892	Sh3bp5	0.47100821757912	0.27064
ENSMUSG00000032508	Myd88	0.471903576997099	0.0172508
ENSMUSG00000039982	Dtx4	0.472489280591969	0.0154484
ENSMUSG00000026637	Traf5	0.472529973413519	0.07573265
ENSMUSG00000050786	Ccdc126	0.472676919927684	0.4065175
ENSMUSG00000028086	Fbxw7	0.472857961019661	0.44146
ENSMUSG00000054428	Atpif1	0.472890703275655	0.6077295
ENSMUSG00000030272	Camk1	0.472964569519587	0.1837035
ENSMUSG00000041135	Ripk2	0.473507334679889	0.13817675
ENSMUSG00000032741	Tpcn1	0.47381075131767	0.12613495
ENSMUSG00000044197	Gpr146	0.473992823821594	0.5011485
ENSMUSG00000028601	Echdc2	0.474165791395507	0.0
ENSMUSG00000029802	Abcg2	0.474315327155175	0.184626999999999
ENSMUSG00000036198	Arhgap36	0.475055942681482	0.0
ENSMUSG00000024993	Fam45a	0.475069702160214	0.14217
ENSMUSG00000045284	Dcaf12l1	0.475944707995824	0.10667
ENSMUSG00000005124	Ccn4	0.476101490061851	0.487595
ENSMUSG00000060802	B2m	0.476354158850819	0.319192
ENSMUSG00000072623	Zfp9	0.47655321488362	0.2579015
ENSMUSG00000041132	N4bp2l1	0.477240960439355	0.0304365
ENSMUSG00000056938	Acbd4	0.477596811586613	0.106806699999999
ENSMUSG00000037921	Ddx60	0.477733412590108	0.06396245
ENSMUSG00000070858	Gm1673	0.477936703966766	0.0041113
ENSMUSG00000042106	Inka1	0.47816593590645	0.471937
ENSMUSG00000035835	Plppr3	0.478323984326804	0.266667
ENSMUSG00000028289	Epha7	0.478637362067453	0.3199415
ENSMUSG00000028555	Ttc39a	0.478964596350667	0.2173095
ENSMUSG00000029186	Pi4k2b	0.479664824625645	0.248694499999999
ENSMUSG00000031996	Aplp2	0.479678471316667	0.4871265
ENSMUSG00000001175	Calm1	0.479900208056459	0.3950385
ENSMUSG00000023272	Creld2	0.480539605046875	0.263285
ENSMUSG00000047443	Erfe	0.480650165955362	0.14599395
ENSMUSG00000022621	Rabl2	0.481160702393826	0.1312958
ENSMUSG00000043079	Synpo	0.481360878657351	0.2629515
ENSMUSG00000030083	Abtb1	0.48156779673674	0.260336
ENSMUSG00000057963	Itpk1	0.482507639786666	0.204204
ENSMUSG00000089736	Tgfbr3l	0.482550718680281	0.1735205
ENSMUSG00000019188	H13	0.482644989440355	0.298367999999999
ENSMUSG00000038403	Hjv	0.482697961440474	0.3644465
ENSMUSG00000054659	Pm20d2	0.482772175258953	0.07109235
ENSMUSG00000085162	Gm12295	0.482958670232796	0.3983835
ENSMUSG00000047793	Sned1	0.483208708631412	0.0
ENSMUSG00000060538	Tmem219	0.484097801121603	0.0
ENSMUSG00000036273	Lrrk2	0.48430738003879	0.0
ENSMUSG00000040479	Dgkz	0.484373772789123	0.389302999999999
ENSMUSG00000021365	Nedd9	0.484729820435455	0.0351723
ENSMUSG00000078570	1110065P20Rik	0.485058114833378	0.273264
ENSMUSG00000022822	Abcc5	0.48550383563312	0.159214499999999
ENSMUSG00000026922	Agpat2	0.485974822057065	0.25077
ENSMUSG00000002885	Adgre5	0.48621983952153	0.332319
ENSMUSG00000032715	Trib3	0.48702184198836	0.0186054
ENSMUSG00000032743	D430042O09Rik	0.487744685447815	0.16405625
ENSMUSG00000032666	1700025G04Rik	0.488150814798699	0.470383999999999
ENSMUSG00000018909	Arrb1	0.48838950569916	0.139490349999999
ENSMUSG00000003526	Prodh	0.48855794196468	0.1004287
ENSMUSG00000007655	Cav1	0.488740551624062	0.18323945
ENSMUSG00000062157	Ifnlr1	0.489230267349214	0.0275177
ENSMUSG00000071291	Zfp58	0.489643768981227	0.237607
ENSMUSG00000022102	Dok2	0.490360881438938	0.03402885
ENSMUSG00000033855	Ston1	0.490365588279932	0.293276
ENSMUSG00000029408	Abcb9	0.490911473134976	0.00677
ENSMUSG00000024772	Ehd1	0.491230919043493	0.421637
ENSMUSG00000041992	Rapgef5	0.491410165913437	0.00389295
ENSMUSG00000069206	Zfp874a	0.491465046748994	0.0125942
ENSMUSG00000026088	Mitd1	0.49206731600695	0.188553
ENSMUSG00000071647	Eml3	0.492320923218702	0.0687805
ENSMUSG00000034800	Zfp661	0.492816178194661	0.00353895
ENSMUSG00000026728	Vim	0.492856899153112	0.414157
ENSMUSG00000037119	Fam91a1	0.493185061945091	0.201274999999999
ENSMUSG00000117333	Gm16386	0.493302230183915	0.17899715
ENSMUSG00000018750	Zbtb4	0.493646637536674	0.3526945
ENSMUSG00000037016	Frem2	0.493712041086337	0.08690685
ENSMUSG00000019437	Tlcd1	0.493789807529591	0.346509
ENSMUSG00000044167	Foxo1	0.495196120515704	0.577663
ENSMUSG00000023175	Bsg	0.495382504408577	0.746624
ENSMUSG00000047617	Paxx	0.49566407242881	0.3758815
ENSMUSG00000039496	Cdnf	0.495835713514804	0.0
ENSMUSG00000054514	Atad3aos	0.496152681389225	0.1056635
ENSMUSG00000022769	Sdf2l1	0.496678324511154	0.1157615
ENSMUSG00000031112	Stk26	0.496929121599964	0.06812555
ENSMUSG00000038059	Smim3	0.497504520310152	0.15246245
ENSMUSG00000021703	Serinc5	0.49792071642937	0.1551006
ENSMUSG00000030600	Lrfn1	0.498066061410469	0.0254873
ENSMUSG00000023882	Zfp54	0.498198382165915	0.0574352
ENSMUSG00000020696	Rffl	0.498481566531011	0.11528175
ENSMUSG00000074649	BC029722	0.499181071697972	0.0866234499999999
ENSMUSG00000031637	Lrp2bp	0.49938479958221	0.0
ENSMUSG00000027583	Zbtb46	0.499844977195015	0.38426
ENSMUSG00000073002	Vamp5	0.500401471711383	0.17931465
ENSMUSG00000016386	Mpped2	0.500410816379914	0.5252275
ENSMUSG00000018470	Kcnab3	0.50058515022439	0.04738395
ENSMUSG00000017707	Serinc3	0.500654218190554	0.4895245
ENSMUSG00000043004	Gng2	0.500811680752486	0.456204999999999
ENSMUSG00000022108	Itm2b	0.501030087237499	0.5384365
ENSMUSG00000063714	Sp3os	0.502313562986902	0.3814025
ENSMUSG00000038764	Ptpn3	0.502753118578453	0.04473095
ENSMUSG00000056895	H2bu2	0.503125512820684	0.224756
ENSMUSG00000031302	Nlgn3	0.50356093201016	0.0113823
ENSMUSG00000107476	Zfp862-ps	0.504045225699582	0.03277475
ENSMUSG00000049038	Mterf2	0.504571242305698	0.215881
ENSMUSG00000035469	Rcbtb1	0.505643418957432	0.06595095
ENSMUSG00000036053	Fmnl2	0.505713983334726	0.03824675
ENSMUSG00000021368	Tbc1d7	0.5058326854384	0.1049994
ENSMUSG00000050064	Zfp697	0.506417527418232	0.0
ENSMUSG00000036264	Fstl4	0.506573541982737	0.09811165
ENSMUSG00000020642	Rnf144a	0.506577284682838	0.0530882
ENSMUSG00000020142	Slc1a4	0.507213259846161	0.12535195
ENSMUSG00000023236	Scg5	0.507521872832286	0.0
ENSMUSG00000030168	Adipor2	0.507698064643824	0.380861499999999
ENSMUSG00000106847	Peg13	0.508399270222284	0.2244445
ENSMUSG00000055775	Myh8	0.508588593736912	0.0
ENSMUSG00000022199	Slc22a17	0.508629475160338	0.422683
ENSMUSG00000026479	Lamc2	0.510407408099087	0.14906905
ENSMUSG00000052544	St6galnac3	0.510766752510019	0.0
ENSMUSG00000038065	Mturn	0.51105338089551	0.0434587
ENSMUSG00000024413	Npc1	0.511267902815126	0.316063
ENSMUSG00000069255	Dusp22	0.511428332206618	0.13512785
ENSMUSG00000038145	Snrk	0.511981105326833	0.5441295
ENSMUSG00000052151	Plpp2	0.512607300370502	0.0564001499999999
ENSMUSG00000096001	2610528A11Rik	0.513031498052451	0.0
ENSMUSG00000024873	Cnih2	0.513164061612164	0.0001769
ENSMUSG00000091475	2810468N07Rik	0.51406916203993	0.1535423
ENSMUSG00000004187	Kifc2	0.514178277071237	0.0
ENSMUSG00000055639	Dach1	0.515184734556567	0.0247733
ENSMUSG00000054752	Fsd1l	0.515236858706906	0.14936005
ENSMUSG00000031357	Syap1	0.515665679596737	0.1667835
ENSMUSG00000073448	Gm10509	0.51566851094678	0.0
ENSMUSG00000034758	Tle6	0.516255932182822	0.01337265
ENSMUSG00000023186	Vwa5a	0.516633554127391	0.0
ENSMUSG00000068290	Ddrgk1	0.516664907213582	0.07429895
ENSMUSG00000025207	Sema4g	0.516844213013323	0.0004896
ENSMUSG00000037685	Atp8a1	0.516865586420166	0.01037095
ENSMUSG00000047414	Flrt2	0.516983901942249	0.636041499999999
ENSMUSG00000042082	Arsb	0.517052859987593	0.00380425
ENSMUSG00000031209	Heph	0.517058429812074	0.0
ENSMUSG00000047843	Bri3	0.519000368503006	0.257971
ENSMUSG00000025498	Irf7	0.519427728795346	0.0150954
ENSMUSG00000028793	Rnf19b	0.519433112021018	0.3562245
ENSMUSG00000086859	Snhg20	0.519461059597721	0.5885345
ENSMUSG00000054945	Gm9958	0.519490872316145	0.568753
ENSMUSG00000010122	Slc47a1	0.5195864845763	0.1254685
ENSMUSG00000036598	Ccdc113	0.519695425213196	0.01336365
ENSMUSG00000028048	Gba	0.519937079912412	0.0367611
ENSMUSG00000102101	Zbtb11os1	0.520053407758317	0.338889
ENSMUSG00000057143	Trim12c	0.520060816101144	0.04610175
ENSMUSG00000058672	Tubb2a	0.520062766690227	0.577129
ENSMUSG00000026473	Glul	0.520614715523855	0.432822
ENSMUSG00000034813	Grip1	0.520845699278199	0.0
ENSMUSG00000060890	Arr3	0.521285497508411	0.025352
ENSMUSG00000069662	Marcks	0.521306356907584	0.7089795
ENSMUSG00000025283	Sat1	0.52171857063625	0.368595499999999
ENSMUSG00000057103	Nat8f1	0.522387203323628	0.386339
ENSMUSG00000025006	Sorbs1	0.523107570285651	0.507949
ENSMUSG00000115420	Rmrp	0.523441856412943	0.0
ENSMUSG00000045064	Zc2hc1c	0.523475975635942	0.0989312
ENSMUSG00000041607	Mbp	0.525811769026216	0.00089145
ENSMUSG00000019986	Ahi1	0.526766745132399	0.0
ENSMUSG00000032870	Smap2	0.526821838551375	0.388976
ENSMUSG00000013622	Atraid	0.527885583534074	0.211422499999999
ENSMUSG00000060147	Serpinb6a	0.527921228260571	0.1222063
ENSMUSG00000050271	Prag1	0.52873592363485	0.234809
ENSMUSG00000042826	Fgf11	0.528818315558381	0.124438899999999
ENSMUSG00000043036	Ccdc63	0.529039991879546	0.01657825
ENSMUSG00000040659	Efhd2	0.530434400738664	0.4982125
ENSMUSG00000022443	Myh9	0.530519247874782	0.535066
ENSMUSG00000003070	Efna2	0.530930244543931	0.2099915
ENSMUSG00000063268	Parp10	0.532014223397438	0.1031545
ENSMUSG00000021785	Ngly1	0.532557344003264	0.1207162
ENSMUSG00000000078	Klf6	0.533030575154402	0.759396
ENSMUSG00000032000	Birc3	0.533048991954046	0.0500448999999999
ENSMUSG00000044674	Fzd1	0.533893656792002	0.695615499999999
ENSMUSG00000060981	H4c8	0.534741219208916	0.16383
ENSMUSG00000039191	Rbpj	0.535119360506624	0.1147108
ENSMUSG00000044864	Ankrd50	0.536119818736582	0.5002105
ENSMUSG00000038400	Pmepa1	0.53639010271032	0.604673999999999
ENSMUSG00000031903	Pla2g15	0.536543378002126	0.08888035
ENSMUSG00000037890	Wdr19	0.537144881382064	0.0
ENSMUSG00000002732	Fkbp7	0.537654418561684	0.0986302
ENSMUSG00000022817	Itgb5	0.537971108333027	0.483242
ENSMUSG00000019055	Plod1	0.538509991946533	0.13190835
ENSMUSG00000024397	Aif1	0.538633791567938	0.0128003
ENSMUSG00000025351	Cd63	0.538697646806779	0.13106325
ENSMUSG00000051147	Nat2	0.538871121331236	0.0772615
ENSMUSG00000038543	BC028528	0.539169680878262	0.0939516
ENSMUSG00000019779	Frk	0.539234964521788	0.0
ENSMUSG00000027660	Skil	0.539534908768527	0.5416245
ENSMUSG00000035642	Aamdc	0.54016018510318	0.068382
ENSMUSG00000083282	Ctsf	0.540594715186368	0.077561
ENSMUSG00000032383	Ppib	0.54154381531911	0.290456
ENSMUSG00000035311	Gnptab	0.541710630322125	0.2176235
ENSMUSG00000038366	Lasp1	0.542021448957273	0.4506475
ENSMUSG00000036957	Lrfn3	0.542102845565211	0.01661175
ENSMUSG00000020241	Col6a2	0.542968741173409	0.1266103
ENSMUSG00000016382	Pls3	0.543367589353319	0.281271999999999
ENSMUSG00000030621	Me3	0.545542863217924	0.0
ENSMUSG00000046694	Tent5b	0.546031256969215	0.4084795
ENSMUSG00000030104	Edem1	0.546585444224438	0.1596725
ENSMUSG00000070063	Snora33	0.546618235971653	0.279069499999999
ENSMUSG00000041920	Slc16a6	0.546692749779602	0.15859105
ENSMUSG00000028373	Astn2	0.546772051131267	0.0
ENSMUSG00000075420	Smim6	0.546921323520697	0.1378675
ENSMUSG00000049107	Ntf3	0.546928130918018	0.144361
ENSMUSG00000047115	Fam221a	0.546943910331498	0.0
ENSMUSG00000036019	Tmtc2	0.547804835870699	0.0168218
ENSMUSG00000013698	Pea15a	0.547845501204772	0.6599685
ENSMUSG00000054612	Mgmt	0.54910375351498	0.0
ENSMUSG00000043336	Filip1l	0.549567241396916	0.262298
ENSMUSG00000071176	Arhgef10	0.549790397620668	0.124867449999999
ENSMUSG00000001349	Cnn1	0.549840456901253	0.1411424
ENSMUSG00000026712	Mrc1	0.550014338198359	0.0
ENSMUSG00000027333	Smox	0.551110531224295	0.3907395
ENSMUSG00000030306	Tmtc1	0.551659696217201	0.179934999999999
ENSMUSG00000036390	Gadd45a	0.552499403054941	0.0184166
ENSMUSG00000036555	Iqce	0.552676793974964	0.02203345
ENSMUSG00000060961	Slc4a4	0.552995983280128	0.2603255
ENSMUSG00000054517	Trim65	0.55335267781701	0.159108
ENSMUSG00000022665	Ccdc80	0.553591845818536	0.247043999999999
ENSMUSG00000042293	Gm5617	0.553716142710317	0.463277
ENSMUSG00000031951	Tmem231	0.555077533786613	0.0
ENSMUSG00000070348	Ccnd1	0.555105369669832	0.265733
ENSMUSG00000041263	Rusc1	0.555415204001913	0.00037505
ENSMUSG00000022474	Pmm1	0.557077140435362	0.0369541
ENSMUSG00000024743	Syt7	0.557216328808792	0.03016025
ENSMUSG00000034614	Pik3ip1	0.557567605164377	0.4335375
ENSMUSG00000022906	Parp9	0.557606632715568	0.07908085
ENSMUSG00000028139	Riiad1	0.557902979815935	0.0
ENSMUSG00000049353	Rd3	0.557991774228643	0.0844784
ENSMUSG00000024854	Pold4	0.558082951955054	0.0420507
ENSMUSG00000037295	Ldlrap1	0.5583237750084	0.319614
ENSMUSG00000048442	Smim5	0.558945196528943	0.596447
ENSMUSG00000046470	Sox18	0.559872994548203	0.0
ENSMUSG00000021792	Prxl2a	0.559947949714312	0.144471
ENSMUSG00000044667	Plppr4	0.560765696444802	0.0277924
ENSMUSG00000038607	Gng10	0.561240926397054	0.0454812
ENSMUSG00000027239	Mdk	0.561521031312591	0.2348575
ENSMUSG00000056917	Sipa1	0.562051885115008	0.0487503
ENSMUSG00000041771	Slc24a4	0.562972055099758	0.0
ENSMUSG00000045664	Cdc42ep2	0.563232281400099	0.431816
ENSMUSG00000041187	Prkd2	0.563553783151687	0.0110474
ENSMUSG00000009621	Vav2	0.564069041882219	0.167337849999999
ENSMUSG00000018507	Trpv2	0.564496712936758	0.0285056
ENSMUSG00000004105	Angptl2	0.565009521287818	0.504471
ENSMUSG00000019916	P4ha1	0.565122936656486	0.288588
ENSMUSG00000000552	Zfp385a	0.565238088468577	0.0327112
ENSMUSG00000007122	Casq1	0.565342782593495	0.342807
ENSMUSG00000037363	Letm2	0.566141615924562	0.0
ENSMUSG00000024597	Slc12a2	0.566532384153784	0.1058127
ENSMUSG00000037605	Adgrl3	0.566558648364357	0.0
ENSMUSG00000016495	Plgrkt	0.567436272567433	0.1453545
ENSMUSG00000021094	Dhrs7	0.567444751270266	0.3006455
ENSMUSG00000053411	Cbx7	0.567484183688571	0.0
ENSMUSG00000052336	Cx3cr1	0.567513689945643	0.117998999999999
ENSMUSG00000022114	Spry2	0.568230295102554	0.7630825
ENSMUSG00000050382	Kif7	0.568470301142962	0.0
ENSMUSG00000032565	Nudt16	0.569097099849852	0.13518135
ENSMUSG00000027007	Itprid2	0.569181166333089	0.377363
ENSMUSG00000041351	Rap1gap	0.569476385426635	0.0
ENSMUSG00000042104	Uggt2	0.570168077107845	0.0
ENSMUSG00000097093	C330013E15Rik	0.570435553837265	0.0
ENSMUSG00000061898	Rbak	0.570577905544768	0.144878
ENSMUSG00000033906	Zdhhc15	0.57064860539541	0.0051791
ENSMUSG00000043190	Rfesd	0.57148428591247	0.2705845
ENSMUSG00000022272	Myo10	0.571694713707156	0.116333449999999
ENSMUSG00000060519	Tor3a	0.571706206519934	0.1079075
ENSMUSG00000068923	Syt11	0.572279496011429	0.14066945
ENSMUSG00000020431	Adcy1	0.572517826445646	0.01324575
ENSMUSG00000066705	Fxyd6	0.572760872902848	0.0462175
ENSMUSG00000074415	Mir100hg	0.572802738766386	0.0
ENSMUSG00000021280	Exoc3l4	0.573291590757416	0.0
ENSMUSG00000035296	Sgcg	0.573495652589902	0.2452765
ENSMUSG00000040687	Madd	0.574185944394571	0.0228065
ENSMUSG00000028158	Mttp	0.5744066538763	0.0725755
ENSMUSG00000025533	Asl	0.575655295661935	0.00336295
ENSMUSG00000101856	1700096K18Rik	0.576911626478708	0.292297
ENSMUSG00000052783	Grk4	0.577163184507926	0.0
ENSMUSG00000034109	Golim4	0.577585951639438	0.301571999999999
ENSMUSG00000028412	Slc44a1	0.577587656107259	0.12813185
ENSMUSG00000023259	Slc26a6	0.578090800162844	0.00392355
ENSMUSG00000050666	Vstm4	0.578129174191859	0.1917245
ENSMUSG00000032020	Ubash3b	0.578283063321495	0.195236
ENSMUSG00000110195	Pde2a	0.578569854228437	0.0
ENSMUSG00000034685	Fam171a2	0.579775317372815	0.375303999999999
ENSMUSG00000029095	Ablim2	0.579918074498314	0.0461824
ENSMUSG00000038079	Tmem237	0.580195793137854	0.0
ENSMUSG00000040875	Osbpl10	0.580508406280885	0.09745045
ENSMUSG00000079427	Mthfsl	0.580940932741536	0.101435649999999
ENSMUSG00000021493	Pdlim7	0.581080005836457	0.222486499999999
ENSMUSG00000074364	Ehd2	0.581382734870898	0.2308345
ENSMUSG00000014905	Dnajb9	0.581558222142125	0.5081795
ENSMUSG00000021575	Ahrr	0.581949198191676	0.0
ENSMUSG00000073987	Ggh	0.582090668481617	0.00599215
ENSMUSG00000021592	Arsk	0.582226819152616	0.0108005
ENSMUSG00000026077	Npas2	0.582912836765939	0.1222585
ENSMUSG00000032802	Srxn1	0.58342828681897	0.1464766
ENSMUSG00000040618	Pck2	0.583878660998184	0.0853604499999999
ENSMUSG00000067653	Ankrd23	0.584648958540625	0.201986
ENSMUSG00000020847	Rph3al	0.584842342383969	0.07239065
ENSMUSG00000038217	Tlcd2	0.584903391443381	0.341372
ENSMUSG00000026509	Capn2	0.585046904855769	0.2308385
ENSMUSG00000059213	Ddn	0.585588901597916	0.0018376
ENSMUSG00000009585	Apobec3	0.585634345858359	0.0
ENSMUSG00000024667	Tmem216	0.585836921277509	0.17428725
ENSMUSG00000041119	Pde9a	0.586006185703351	0.0337621
ENSMUSG00000089762	Ier5l	0.586202936356046	0.3639585
ENSMUSG00000023795	Pisd-ps2	0.586863857140168	0.0073626
ENSMUSG00000005220	Corin	0.587177179183389	0.282122
ENSMUSG00000024960	Plcb3	0.588850232682963	0.07926775
ENSMUSG00000036885	Arhgef26	0.589267195302504	0.0
ENSMUSG00000031661	Nkd1	0.589547654865312	0.11297945
ENSMUSG00000006301	Tmbim1	0.589726316949028	0.6665515
ENSMUSG00000025372	Baiap2	0.589751496862927	0.01823645
ENSMUSG00000038074	Fkbp14	0.589965580017884	0.11502145
ENSMUSG00000029994	Anxa4	0.590198267810859	0.0391753
ENSMUSG00000011256	Adam19	0.590700608769619	0.4286335
ENSMUSG00000028469	Npr2	0.591131284782194	0.057716
ENSMUSG00000028657	Ppt1	0.591608695419648	0.161550499999999
ENSMUSG00000031204	Asb12	0.591744002291002	0.0
ENSMUSG00000032766	Gng11	0.592379952619	0.480404999999999
ENSMUSG00000023935	Spats1	0.592783525644757	0.056289
ENSMUSG00000001333	Sync	0.592989175266034	0.1317865
ENSMUSG00000025402	Nab2	0.593136390180026	0.2889165
ENSMUSG00000038352	Arl5c	0.593184114461672	0.0
ENSMUSG00000039347	Atp6v0e2	0.593479867793956	0.240506
ENSMUSG00000048997	Atxn7l2	0.593763925458593	0.15264535
ENSMUSG00000075273	Ttc30b	0.595056045764528	0.210449549999999
ENSMUSG00000024940	Ltbp3	0.595357441127329	0.11325075
ENSMUSG00000070003	Ssbp4	0.595685401765958	0.324474999999999
ENSMUSG00000021131	Erh	0.598223667668696	0.5454455
ENSMUSG00000031938	4931406C07Rik	0.598558397328608	0.0
ENSMUSG00000002006	Pdzd4	0.599498202435928	0.0
ENSMUSG00000047996	Prrg1	0.599661689015193	0.0064341
ENSMUSG00000021065	Fut8	0.599888883537267	0.0952986
ENSMUSG00000020009	Ifngr1	0.600020620343235	0.173869
ENSMUSG00000039770	Ypel5	0.601010785486626	0.6055075
ENSMUSG00000032997	Chpf	0.601094636446129	0.396075
ENSMUSG00000027796	Smad9	0.601268656476374	0.12930185
